content,at,appVersion,POSITIVE SCORE,NEGATIVE SCORE,NEUTRAL SCORE,COMPOUND SCORE,Sentiment
Good,2022-03-31 12:05:30,4.20.0,100.0,0.0,0.0,44.04,Positive
Good,2022-03-31 11:08:17,4.22.0,100.0,0.0,0.0,44.04,Positive
up,2022-03-31 10:55:07,4.21.0,0.0,0.0,100.0,0.0,Neutral
GOOD,2022-03-31 10:29:50,4.22.0,100.0,0.0,0.0,44.04,Positive
Helpful apps,2022-03-31 10:28:53,,73.7,0.0,26.3,42.15,Positive
Very good,2022-03-31 10:13:29,4.20.0,76.2,0.0,23.799999999999997,49.27,Positive
Valuable app,2022-03-31 09:46:49,4.21.0,75.6,0.0,24.4,47.67,Positive
Excellent everything is under control in this apps,2022-03-31 09:34:18,4.20.0,34.599999999999994,0.0,65.4,57.19,Positive
I like the offer,2022-03-31 09:06:09,4.22.0,55.60000000000001,0.0,44.4,36.120000000000005,Positive
Yes hi,2022-03-31 08:49:28,4.22.0,73.0,0.0,27.0,40.19,Positive
useful,2022-03-31 07:32:19,4.21.0,100.0,0.0,0.0,44.04,Positive
Niceeee,2022-03-31 07:05:18,4.21.0,0.0,0.0,100.0,0.0,Neutral
Superstar,2022-03-31 06:16:03,4.21.0,0.0,0.0,100.0,0.0,Neutral
data pkg isnot good,2022-03-31 05:59:49,4.22.0,49.2,0.0,50.8,44.04,Positive
Good,2022-03-31 05:52:52,4.21.0,100.0,0.0,0.0,44.04,Positive
Good,2022-03-31 05:49:50,4.21.0,100.0,0.0,0.0,44.04,Positive
Good sarvis,2022-03-31 05:30:26,4.22.0,74.4,0.0,25.6,44.04,Positive
so bad,2022-03-31 03:46:12,4.22.0,0.0,79.10000000000001,20.9,-58.489999999999995,Negative
Good application,2022-03-31 03:42:48,4.20.0,74.4,0.0,25.6,44.04,Positive
Excellent,2022-03-31 03:40:39,4.22.0,100.0,0.0,0.0,57.19,Positive
Nice app,2022-03-31 03:21:47,4.21.0,73.7,0.0,26.3,42.15,Positive
Bad,2022-03-31 02:33:41,,0.0,100.0,0.0,-54.230000000000004,Negative
Excellent,2022-03-31 02:14:59,4.22.0,100.0,0.0,0.0,57.19,Positive
Good,2022-03-31 02:08:56,4.21.0,100.0,0.0,0.0,44.04,Positive
Nice app,2022-03-31 01:54:33,4.22.0,73.7,0.0,26.3,42.15,Positive
Nice,2022-03-31 01:47:40,4.21.0,100.0,0.0,0.0,42.15,Positive
Excellent application,2022-03-31 01:34:43,,78.7,0.0,21.3,57.19,Positive
very bad apps,2022-03-31 00:45:58,4.21.0,0.0,65.5,34.5,-58.489999999999995,Negative
Amazing,2022-03-31 00:35:10,4.21.0,100.0,0.0,0.0,58.589999999999996,Positive
Very good,2022-03-30 23:41:19,4.22.0,76.2,0.0,23.799999999999997,49.27,Positive
Excellent,2022-03-30 22:04:08,,100.0,0.0,0.0,57.19,Positive
Excellent,2022-03-30 21:59:24,4.21.0,100.0,0.0,0.0,57.19,Positive
Very good,2022-03-30 20:54:30,4.21.0,76.2,0.0,23.799999999999997,49.27,Positive
Very good,2022-03-30 20:04:14,4.22.0,76.2,0.0,23.799999999999997,49.27,Positive
OK,2022-03-30 19:44:17,4.21.0,100.0,0.0,0.0,29.599999999999998,Positive
Good,2022-03-30 19:22:05,4.21.0,100.0,0.0,0.0,44.04,Positive
Good,2022-03-30 18:44:20,4.21.0,100.0,0.0,0.0,44.04,Positive
MyStc app is good,2022-03-30 17:47:17,4.20.0,49.2,0.0,50.8,44.04,Positive
Very good,2022-03-30 15:15:52,4.21.0,76.2,0.0,23.799999999999997,49.27,Positive
Over all good need to improve signal indoor coverage,2022-03-30 15:09:12,4.22.0,45.300000000000004,0.0,54.7,70.03,Positive
Supperb,2022-03-30 14:13:24,4.21.0,0.0,0.0,100.0,0.0,Neutral
Nice app,2022-03-30 14:03:15,4.21.0,73.7,0.0,26.3,42.15,Positive
Good,2022-03-30 13:22:44,4.20.0,100.0,0.0,0.0,44.04,Positive
Fit app,2022-03-30 12:19:14,4.22.0,71.39999999999999,0.0,28.599999999999998,36.120000000000005,Positive
V good,2022-03-30 12:12:36,4.20.0,100.0,0.0,0.0,44.04,Positive
Compared to other operators STC app is the best,2022-03-30 11:50:50,4.21.0,34.4,0.0,65.60000000000001,63.690000000000005,Positive
Good,2022-03-30 11:46:39,4.21.0,100.0,0.0,0.0,44.04,Positive
Ok je,2022-03-30 11:45:14,4.21.0,68.8,0.0,31.2,29.599999999999998,Positive
Why cant updated,2022-03-30 11:44:08,,0.0,0.0,100.0,0.0,Neutral
Good,2022-03-30 11:35:29,4.21.0,100.0,0.0,0.0,44.04,Positive
Excellent,2022-03-30 11:26:50,4.21.0,100.0,0.0,0.0,57.19,Positive
Good,2022-03-30 11:26:00,4.20.0,100.0,0.0,0.0,44.04,Positive
Good app,2022-03-30 11:24:57,4.22.0,74.4,0.0,25.6,44.04,Positive
Good,2022-03-30 11:16:55,4.21.0,100.0,0.0,0.0,44.04,Positive
Good,2022-03-30 11:15:24,4.22.0,100.0,0.0,0.0,44.04,Positive
Nice app,2022-03-30 11:03:53,4.21.0,73.7,0.0,26.3,42.15,Positive
Fantastic,2022-03-30 10:54:51,4.22.0,100.0,0.0,0.0,55.74,Positive
Ok,2022-03-30 10:38:42,,100.0,0.0,0.0,29.599999999999998,Positive
Nc one pre,2022-03-30 10:37:44,4.21.0,0.0,0.0,100.0,0.0,Neutral
Good working,2022-03-30 10:00:43,4.20.0,74.4,0.0,25.6,44.04,Positive
Good,2022-03-30 09:11:44,4.21.0,100.0,0.0,0.0,44.04,Positive
Good service,2022-03-30 08:58:19,4.21.0,74.4,0.0,25.6,44.04,Positive
It so nice,2022-03-30 08:54:16,4.20.0,60.699999999999996,0.0,39.300000000000004,47.54,Positive
Cool,2022-03-30 08:45:50,4.21.0,100.0,0.0,0.0,31.819999999999997,Positive
Graet website,2022-03-30 08:45:28,4.20.0,0.0,0.0,100.0,0.0,Neutral
Good app,2022-03-30 08:05:57,4.21.0,74.4,0.0,25.6,44.04,Positive
MasyaAllah,2022-03-30 07:46:58,,0.0,0.0,100.0,0.0,Neutral
Good,2022-03-30 07:46:18,4.21.0,100.0,0.0,0.0,44.04,Positive
Not abdet,2022-03-30 07:39:20,4.21.0,0.0,0.0,100.0,0.0,Neutral
Good,2022-03-30 07:29:54,4.21.0,100.0,0.0,0.0,44.04,Positive
Good app,2022-03-30 07:25:30,4.21.0,74.4,0.0,25.6,44.04,Positive
Thenks and good app,2022-03-30 06:58:49,4.22.0,49.2,0.0,50.8,44.04,Positive
good app,2022-03-30 06:44:46,4.22.0,74.4,0.0,25.6,44.04,Positive
Very good app,2022-03-30 06:36:29,4.21.0,61.5,0.0,38.5,49.27,Positive
Very good app thanks u,2022-03-30 00:00:35,,76.1,0.0,23.9,74.74,Positive
Good,2022-03-29 14:15:45,4.21.0,100.0,0.0,0.0,44.04,Positive
good my stc,2022-03-28 15:47:11,,59.199999999999996,0.0,40.8,44.04,Positive
Good,2022-03-28 08:55:32,,100.0,0.0,0.0,44.04,Positive
Good,2022-03-27 23:53:43,4.16.0,100.0,0.0,0.0,44.04,Positive
awesome,2022-03-27 15:38:04,4.22.0,100.0,0.0,0.0,62.49,Positive
excellent,2022-03-26 09:20:16,,100.0,0.0,0.0,57.19,Positive
Good,2022-03-26 06:26:22,4.21.0,100.0,0.0,0.0,44.04,Positive
Good network stc,2022-03-25 17:34:06,4.20.0,59.199999999999996,0.0,40.8,44.04,Positive
Good App,2022-03-25 10:06:37,4.19.0,74.4,0.0,25.6,44.04,Positive
Ok,2022-03-24 06:37:13,4.19.0,100.0,0.0,0.0,29.599999999999998,Positive
Good,2022-03-24 05:47:09,4.21.0,100.0,0.0,0.0,44.04,Positive
Very Good,2022-03-23 12:51:26,,76.2,0.0,23.799999999999997,49.27,Positive
tax,2022-03-23 00:53:56,4.21.0,0.0,0.0,100.0,0.0,Neutral
Good,2022-03-22 17:59:40,,100.0,0.0,0.0,44.04,Positive
Good,2022-03-22 00:12:07,,100.0,0.0,0.0,44.04,Positive
Excellent,2022-03-21 12:55:32,4.21.0,100.0,0.0,0.0,57.19,Positive
Good,2022-03-21 10:14:17,4.20.0,100.0,0.0,0.0,44.04,Positive
So so so baddd,2022-03-21 09:49:28,4.21.0,0.0,0.0,100.0,0.0,Neutral
Good,2022-03-20 11:27:07,4.21.0,100.0,0.0,0.0,44.04,Positive
Good,2022-03-20 08:41:26,4.21.0,100.0,0.0,0.0,44.04,Positive
Awesome network,2022-03-20 08:10:12,4.21.0,80.4,0.0,19.6,62.49,Positive
Nice app,2022-03-20 05:41:03,4.17.0,73.7,0.0,26.3,42.15,Positive
Good,2022-03-20 04:34:32,4.21.0,100.0,0.0,0.0,44.04,Positive
Excellent,2022-03-20 01:37:57,4.21.0,100.0,0.0,0.0,57.19,Positive
Every timer recharge getting issue unable to login very bad service from stc,2022-03-18 13:12:31,4.21.0,0.0,24.0,76.0,-58.489999999999995,Negative
Horrible user interface,2022-03-18 07:41:37,4.20.0,0.0,63.6,36.4,-54.230000000000004,Negative
Nice app,2022-03-18 04:11:51,,73.7,0.0,26.3,42.15,Positive
Nice,2022-03-17 06:18:25,4.20.0,100.0,0.0,0.0,42.15,Positive
Good,2022-03-16 22:04:24,4.21.0,100.0,0.0,0.0,44.04,Positive
Very good and useful,2022-03-16 11:35:56,4.21.0,76.1,0.0,23.9,74.74,Positive
I love you stc ksa,2022-03-16 11:12:50,4.19.0,58.3,0.0,41.699999999999996,63.690000000000005,Positive
Poor service and customer service,2022-03-16 03:21:16,4.21.0,0.0,43.7,56.3,-47.67,Negative
Good,2022-03-15 21:51:34,4.17.0,100.0,0.0,0.0,44.04,Positive
Good,2022-03-15 20:14:28,4.21.0,100.0,0.0,0.0,44.04,Positive
Failed application and does not provide any customer service,2022-03-15 09:22:26,,0.0,29.2,70.8,-51.06,Negative
Very good aap,2022-03-13 23:22:58,4.21.0,61.5,0.0,38.5,49.27,Positive
Good,2022-03-13 05:25:46,4.21.0,100.0,0.0,0.0,44.04,Positive
Very good keep i,2022-03-12 22:15:36,4.21.0,61.5,0.0,38.5,49.27,Positive
Worse App,2022-03-12 08:38:25,4.21.0,0.0,75.6,24.4,-47.67,Negative
Not loading,2022-03-12 08:32:55,4.21.0,0.0,0.0,100.0,0.0,Neutral
Goood,2022-03-12 08:25:17,4.20.0,0.0,0.0,100.0,0.0,Neutral
Good app,2022-03-12 08:22:32,4.21.0,74.4,0.0,25.6,44.04,Positive
Very good,2022-03-12 08:22:12,4.21.0,76.2,0.0,23.799999999999997,49.27,Positive
good,2022-03-11 22:25:33,4.19.1,100.0,0.0,0.0,44.04,Positive
Offer new,2022-03-11 21:30:06,,0.0,0.0,100.0,0.0,Neutral
Very helpful application,2022-03-11 11:45:43,4.21.0,60.699999999999996,0.0,39.300000000000004,47.54,Positive
Not working for how many days now,2022-03-11 04:40:39,4.21.0,0.0,0.0,100.0,0.0,Neutral
very good aap,2022-03-10 21:22:10,4.21.0,61.5,0.0,38.5,49.27,Positive
Bad app no network these few mnths cant even recharge,2022-03-10 12:48:14,4.21.0,0.0,41.6,58.4,-69.08,Negative
Good,2022-03-10 10:59:42,4.21.0,100.0,0.0,0.0,44.04,Positive
Great,2022-03-10 10:40:30,4.21.0,100.0,0.0,0.0,62.49,Positive
Very bad update,2022-03-10 07:19:16,4.21.0,0.0,65.5,34.5,-58.489999999999995,Negative
App got upgraded and unable to login,2022-03-10 06:49:32,4.21.0,0.0,0.0,100.0,0.0,Neutral
Nice apps,2022-03-10 06:25:34,4.21.0,73.7,0.0,26.3,42.15,Positive
Super,2022-03-09 09:36:09,4.19.0,100.0,0.0,0.0,59.940000000000005,Positive
Good cervices,2022-03-08 13:18:42,4.21.0,74.4,0.0,25.6,44.04,Positive
good,2022-03-07 22:59:02,,100.0,0.0,0.0,44.04,Positive
Now this app is good,2022-03-07 13:16:44,4.21.0,42.0,0.0,57.99999999999999,44.04,Positive
Ok,2022-03-07 13:13:27,4.21.0,100.0,0.0,0.0,29.599999999999998,Positive
waste many requesting same update,2022-03-07 13:12:43,4.21.0,0.0,41.199999999999996,58.8,-42.15,Negative
Not at all support,2022-03-07 13:08:41,,0.0,42.9,57.099999999999994,-30.89,Negative
Good,2022-03-07 13:08:25,4.21.0,100.0,0.0,0.0,44.04,Positive
Nice,2022-03-07 12:36:55,4.16.0,100.0,0.0,0.0,42.15,Positive
Bad service automatically redact my balance amount Poor service stc bad service,2022-03-06 02:51:38,4.21.0,0.0,52.900000000000006,47.099999999999994,-87.79,Negative
Good but network disturb alot,2022-03-06 01:26:08,4.19.0,22.900000000000002,41.8,35.3,-38.18,Negative
Good service,2022-03-05 21:01:10,4.20.0,74.4,0.0,25.6,44.04,Positive
Service down since morning,2022-03-05 20:44:07,4.21.0,0.0,0.0,100.0,0.0,Neutral
Not working Bad performance and Bad service,2022-03-05 20:20:52,4.21.0,53.300000000000004,0.0,46.7,69.08,Positive
Very nice,2022-03-05 20:07:01,4.21.0,75.6,0.0,24.4,47.54,Positive
Stc is the best in Saudi Arabia,2022-03-05 16:55:27,4.21.0,41.199999999999996,0.0,58.8,63.690000000000005,Positive
Good,2022-03-05 10:43:17,4.21.0,100.0,0.0,0.0,44.04,Positive
Apps not working after last update,2022-03-04 13:29:05,4.21.0,0.0,0.0,100.0,0.0,Neutral
Wa,2022-03-04 07:35:31,4.12.0,0.0,0.0,100.0,0.0,Neutral
I like it,2022-03-03 09:24:24,4.20.0,71.39999999999999,0.0,28.599999999999998,36.120000000000005,Positive
Appreciated,2022-03-03 05:21:23,4.21.0,100.0,0.0,0.0,51.06,Positive
Nice,2022-03-03 04:26:38,4.21.0,100.0,0.0,0.0,42.15,Positive
V Good,2022-03-02 10:32:44,4.21.0,100.0,0.0,0.0,44.04,Positive
Gyu,2022-03-02 07:47:46,,0.0,0.0,100.0,0.0,Neutral
Nice stc good data,2022-03-01 15:07:50,4.21.0,74.0,0.0,26.0,69.08,Positive
Bad app not working just consuming my balance,2022-03-01 06:10:43,4.21.0,0.0,33.300000000000004,66.7,-54.230000000000004,Negative
Good,2022-03-01 06:00:59,4.21.0,100.0,0.0,0.0,44.04,Positive
This nambber one,2022-02-28 12:51:31,4.19.1,0.0,0.0,100.0,0.0,Neutral
Nice,2022-02-28 00:35:25,4.21.0,100.0,0.0,0.0,42.15,Positive
sometimes very slow,2022-02-27 23:33:00,4.21.0,0.0,0.0,100.0,0.0,Neutral
Good app,2022-02-27 18:00:42,4.19.0,74.4,0.0,25.6,44.04,Positive
Good,2022-02-26 19:21:04,4.16.0,100.0,0.0,0.0,44.04,Positive
ok,2022-02-24 05:57:08,4.21.0,100.0,0.0,0.0,29.599999999999998,Positive
Best app,2022-02-24 03:31:21,4.13.0,80.80000000000001,0.0,19.2,63.690000000000005,Positive
Good,2022-02-24 02:16:00,4.20.0,100.0,0.0,0.0,44.04,Positive
Good,2022-02-23 09:11:33,4.20.0,100.0,0.0,0.0,44.04,Positive
Fantastic,2022-02-22 13:58:04,4.18.0,100.0,0.0,0.0,55.74,Positive
Very bad,2022-02-22 03:14:57,4.21.0,0.0,79.10000000000001,20.9,-58.489999999999995,Negative
Good,2022-02-20 23:54:46,4.21.0,100.0,0.0,0.0,44.04,Positive
Slow reply,2022-02-20 08:02:16,4.21.0,0.0,0.0,100.0,0.0,Neutral
Good,2022-02-20 04:57:07,4.21.0,100.0,0.0,0.0,44.04,Positive
stc super services,2022-02-20 01:06:55,4.21.0,66.10000000000001,0.0,33.900000000000006,59.940000000000005,Positive
Excellent performance,2022-02-19 23:31:53,4.21.0,78.7,0.0,21.3,57.19,Positive
good,2022-02-19 21:36:47,4.19.0,100.0,0.0,0.0,44.04,Positive
Good,2022-02-19 09:23:59,4.21.0,100.0,0.0,0.0,44.04,Positive
Satisfactory,2022-02-18 15:27:07,4.21.0,100.0,0.0,0.0,36.120000000000005,Positive
Nice services,2022-02-18 14:18:05,4.20.0,73.7,0.0,26.3,42.15,Positive
Great App,2022-02-18 06:57:59,4.21.0,80.4,0.0,19.6,62.49,Positive
Excellent,2022-02-17 07:59:37,,100.0,0.0,0.0,57.19,Positive
Good,2022-02-16 05:20:46,4.20.0,100.0,0.0,0.0,44.04,Positive
Good app,2022-02-15 12:48:33,4.20.0,74.4,0.0,25.6,44.04,Positive
Very nice,2022-02-15 05:36:46,,75.6,0.0,24.4,47.54,Positive
Hard to operate,2022-02-15 04:57:23,,0.0,41.199999999999996,58.8,-10.27,Negative
Good,2022-02-15 01:48:30,4.20.0,100.0,0.0,0.0,44.04,Positive
Excellent service thanks,2022-02-15 00:35:06,4.20.0,86.8,0.0,13.200000000000001,76.5,Positive
Very,2022-02-14 13:45:47,4.20.0,0.0,0.0,100.0,0.0,Neutral
Good,2022-02-14 09:49:49,4.20.0,100.0,0.0,0.0,44.04,Positive
Good,2022-02-14 05:00:40,4.17.0,100.0,0.0,0.0,44.04,Positive
very good company,2022-02-13 19:56:26,4.20.0,61.5,0.0,38.5,49.27,Positive
Hard to inter this app forget password is not working properly,2022-02-13 11:56:08,4.20.0,0.0,26.8,73.2,-31.819999999999997,Negative
menf,2022-02-13 09:17:33,4.20.0,0.0,0.0,100.0,0.0,Neutral
Good,2022-02-13 04:24:50,,100.0,0.0,0.0,44.04,Positive
Super,2022-02-12 22:39:15,4.19.0,100.0,0.0,0.0,59.940000000000005,Positive
Good,2022-02-11 13:27:12,4.20.0,100.0,0.0,0.0,44.04,Positive
Good,2022-02-11 09:21:44,,100.0,0.0,0.0,44.04,Positive
Good,2022-02-11 04:07:39,4.17.0,100.0,0.0,0.0,44.04,Positive
Great app,2022-02-10 05:27:14,4.20.0,80.4,0.0,19.6,62.49,Positive
Great app,2022-02-09 18:28:14,,80.4,0.0,19.6,62.49,Positive
Nice apps,2022-02-09 17:55:23,3.15.0,73.7,0.0,26.3,42.15,Positive
Awesome,2022-02-09 13:57:52,4.20.0,100.0,0.0,0.0,62.49,Positive
Good,2022-02-09 09:32:15,4.20.0,100.0,0.0,0.0,44.04,Positive
Good,2022-02-09 01:46:34,4.20.0,100.0,0.0,0.0,44.04,Positive
Great,2022-02-09 00:06:21,4.20.0,100.0,0.0,0.0,62.49,Positive
Very good and efficient,2022-02-07 19:42:58,4.20.0,75.8,0.0,24.2,73.97,Positive
I appreciate your help,2022-02-07 08:31:00,4.19.0,84.39999999999999,0.0,15.6,65.97,Positive
See my load balance internet,2022-02-07 06:50:43,,0.0,0.0,100.0,0.0,Neutral
Not good,2022-02-07 03:33:44,4.17.0,0.0,70.6,29.4,-34.12,Negative
Good app,2022-02-06 22:27:19,4.20.0,74.4,0.0,25.6,44.04,Positive
Nice,2022-02-06 14:47:10,4.19.1,100.0,0.0,0.0,42.15,Positive
superbbbappp,2022-02-06 08:49:47,4.16.0,0.0,0.0,100.0,0.0,Neutral
bary good,2022-02-06 03:33:30,,74.4,0.0,25.6,44.04,Positive
Nice app,2022-02-06 01:00:45,4.20.0,73.7,0.0,26.3,42.15,Positive
Good App,2022-02-05 18:47:51,4.16.0,74.4,0.0,25.6,44.04,Positive
nice app,2022-02-05 10:10:16,4.19.0,73.7,0.0,26.3,42.15,Positive
Nice app,2022-02-05 04:33:27,4.20.0,73.7,0.0,26.3,42.15,Positive
Wifi password permanent,2022-02-05 04:18:02,,0.0,0.0,100.0,0.0,Neutral
Nice,2022-02-04 08:04:08,4.20.0,100.0,0.0,0.0,42.15,Positive
Good app,2022-02-04 07:36:08,4.20.0,74.4,0.0,25.6,44.04,Positive
Good,2022-02-04 02:31:35,4.19.1,100.0,0.0,0.0,44.04,Positive
Im login and not coming my home id why,2022-02-03 20:53:43,,0.0,0.0,100.0,0.0,Neutral
all is nice,2022-02-03 09:27:59,4.19.1,58.3,0.0,41.699999999999996,42.15,Positive
Good,2022-02-03 06:57:49,4.20.0,100.0,0.0,0.0,44.04,Positive
Very nice aap,2022-02-03 05:55:50,4.19.1,60.699999999999996,0.0,39.300000000000004,47.54,Positive
I like,2022-02-02 12:21:41,4.20.0,100.0,0.0,0.0,36.120000000000005,Positive
Nice,2022-02-02 11:35:29,4.19.1,100.0,0.0,0.0,42.15,Positive
Good,2022-02-02 11:02:37,,100.0,0.0,0.0,44.04,Positive
Good,2022-02-02 10:33:58,4.19.0,100.0,0.0,0.0,44.04,Positive
Useless,2022-02-02 07:13:50,,0.0,100.0,0.0,-42.15,Negative
how to connect,2022-02-02 03:16:58,,0.0,0.0,100.0,0.0,Neutral
Excellent,2022-02-02 02:36:02,4.20.0,100.0,0.0,0.0,57.19,Positive
Good,2022-02-02 01:49:43,4.20.0,100.0,0.0,0.0,44.04,Positive
Very good,2022-02-02 01:12:18,4.19.0,76.2,0.0,23.799999999999997,49.27,Positive
Good,2022-02-02 00:48:10,4.17.0,100.0,0.0,0.0,44.04,Positive
Very nice,2022-02-01 23:31:45,4.19.1,75.6,0.0,24.4,47.54,Positive
Good,2022-02-01 22:58:55,4.20.0,100.0,0.0,0.0,44.04,Positive
Fantastic app,2022-02-01 09:42:48,,78.3,0.0,21.7,55.74,Positive
I love it,2022-02-01 05:55:50,,80.80000000000001,0.0,19.2,63.690000000000005,Positive
Worst,2022-02-01 01:34:37,4.17.0,0.0,100.0,0.0,-62.49,Negative
Best,2022-02-01 01:27:55,4.20.0,100.0,0.0,0.0,63.690000000000005,Positive
Perfect app,2022-02-01 01:18:31,4.20.0,78.7,0.0,21.3,57.19,Positive
Ayooa,2022-01-31 13:13:32,4.20.0,0.0,0.0,100.0,0.0,Neutral
Very bad app,2022-01-31 11:52:35,4.16.0,0.0,65.5,34.5,-58.489999999999995,Negative
excellent,2022-01-31 06:37:24,4.20.0,100.0,0.0,0.0,57.19,Positive
Very very good,2022-01-30 07:23:13,4.20.0,63.4,0.0,36.6,53.790000000000006,Positive
Nice,2022-01-30 05:13:32,4.20.0,100.0,0.0,0.0,42.15,Positive
Good,2022-01-29 10:04:38,4.19.0,100.0,0.0,0.0,44.04,Positive
Not working,2022-01-29 03:11:18,4.20.0,0.0,0.0,100.0,0.0,Neutral
Good,2022-01-28 09:51:04,,100.0,0.0,0.0,44.04,Positive
GURNAM SAHOTA GAMA,2022-01-28 07:33:08,4.19.0,0.0,0.0,100.0,0.0,Neutral
Nice,2022-01-28 06:51:50,4.1.1,100.0,0.0,0.0,42.15,Positive
Exelnce App,2022-01-28 05:20:31,4.19.1,0.0,0.0,100.0,0.0,Neutral
Good,2022-01-28 02:00:03,4.19.1,100.0,0.0,0.0,44.04,Positive
Good,2022-01-28 00:26:32,4.19.0,100.0,0.0,0.0,44.04,Positive
Not good,2022-01-27 08:02:41,,0.0,70.6,29.4,-34.12,Negative
Good,2022-01-27 07:46:03,4.20.0,100.0,0.0,0.0,44.04,Positive
Good,2022-01-27 06:39:24,4.20.0,100.0,0.0,0.0,44.04,Positive
very good,2022-01-27 03:37:34,4.20.0,76.2,0.0,23.799999999999997,49.27,Positive
Good,2022-01-26 23:14:10,4.20.0,100.0,0.0,0.0,44.04,Positive
Good,2022-01-26 17:23:38,4.20.0,100.0,0.0,0.0,44.04,Positive
Good,2022-01-26 12:49:22,4.19.1,100.0,0.0,0.0,44.04,Positive
Bad,2022-01-26 10:57:52,4.19.1,0.0,100.0,0.0,-54.230000000000004,Negative
Great experience,2022-01-26 10:11:00,4.20.0,80.4,0.0,19.6,62.49,Positive
Excellent,2022-01-26 09:07:11,4.19.1,100.0,0.0,0.0,57.19,Positive
Bad service,2022-01-26 07:42:44,4.20.0,0.0,77.8,22.2,-54.230000000000004,Negative
Very bad customer service and very bad network coverage,2022-01-26 00:03:48,4.20.0,0.0,52.0,48.0,-82.17999999999999,Negative
Very nice app,2022-01-25 23:06:30,4.19.0,60.699999999999996,0.0,39.300000000000004,47.54,Positive
Good,2022-01-25 21:20:52,4.19.1,100.0,0.0,0.0,44.04,Positive
Excellant,2022-01-25 12:55:18,4.19.1,0.0,0.0,100.0,0.0,Neutral
Very good,2022-01-25 11:59:40,4.20.0,76.2,0.0,23.799999999999997,49.27,Positive
Nice to use,2022-01-25 07:55:56,,58.3,0.0,41.699999999999996,42.15,Positive
Good,2022-01-25 07:37:54,4.19.1,100.0,0.0,0.0,44.04,Positive
cool,2022-01-25 05:48:45,4.20.0,100.0,0.0,0.0,31.819999999999997,Positive
Good,2022-01-25 03:30:41,4.20.0,100.0,0.0,0.0,44.04,Positive
Supar nic benefits aap,2022-01-25 00:58:15,4.19.0,46.400000000000006,0.0,53.6,38.18,Positive
Excellent,2022-01-25 00:49:45,4.19.1,100.0,0.0,0.0,57.19,Positive
To much updates,2022-01-24 22:44:52,4.19.0,0.0,0.0,100.0,0.0,Neutral
Good,2022-01-24 19:09:09,4.19.1,100.0,0.0,0.0,44.04,Positive
Good app,2022-01-24 18:48:21,4.20.0,74.4,0.0,25.6,44.04,Positive
Good,2022-01-24 10:01:19,4.19.0,100.0,0.0,0.0,44.04,Positive
Great,2022-01-24 09:37:25,4.19.1,100.0,0.0,0.0,62.49,Positive
Good,2022-01-24 04:51:53,4.19.1,100.0,0.0,0.0,44.04,Positive
Vee are sotti,2022-01-24 03:17:56,4.19.0,0.0,0.0,100.0,0.0,Neutral
Excellent,2022-01-24 03:13:06,4.19.1,100.0,0.0,0.0,57.19,Positive
Good,2022-01-24 03:11:45,4.20.0,100.0,0.0,0.0,44.04,Positive
Good app well done developers,2022-01-24 00:03:11,4.19.0,62.5,0.0,37.5,61.24000000000001,Positive
i cant open the apps,2022-01-23 23:02:56,4.19.1,0.0,0.0,100.0,0.0,Neutral
Nice app,2022-01-23 21:47:30,4.19.0,73.7,0.0,26.3,42.15,Positive
Good,2022-01-23 12:48:54,4.19.0,100.0,0.0,0.0,44.04,Positive
Excellent,2022-01-23 06:30:04,4.19.1,100.0,0.0,0.0,57.19,Positive
Good,2022-01-23 03:21:19,4.19.0,100.0,0.0,0.0,44.04,Positive
Good application must use it,2022-01-23 01:03:45,4.19.1,42.0,0.0,57.99999999999999,44.04,Positive
Awesome App,2022-01-22 21:59:32,,80.4,0.0,19.6,62.49,Positive
good service,2022-01-22 20:26:13,4.19.0,74.4,0.0,25.6,44.04,Positive
Well,2022-01-22 17:41:41,4.19.1,100.0,0.0,0.0,27.32,Positive
The app is not working,2022-01-22 11:37:34,,0.0,0.0,100.0,0.0,Neutral
Good,2022-01-22 10:56:09,4.8.1,100.0,0.0,0.0,44.04,Positive
Good,2022-01-22 09:07:52,4.19.1,100.0,0.0,0.0,44.04,Positive
Very good and helpful app,2022-01-22 09:06:39,4.19.0,67.60000000000001,0.0,32.4,73.97,Positive
E to eeeeeeeee eeeeeeeeeeeeeeeeeeeeeeeeeeeeeee,2022-01-22 06:59:17,4.16.0,0.0,0.0,100.0,0.0,Neutral
Fantastic Apss,2022-01-22 06:14:02,4.19.1,78.3,0.0,21.7,55.74,Positive
Very good application,2022-01-22 01:20:57,4.19.1,61.5,0.0,38.5,49.27,Positive
Since last update it tells me always check your network,2022-01-21 18:58:06,4.20.0,0.0,0.0,100.0,0.0,Neutral
great,2022-01-21 12:53:58,4.19.1,100.0,0.0,0.0,62.49,Positive
Excellence,2022-01-21 11:16:49,4.20.0,100.0,0.0,0.0,62.49,Positive
Excellent,2022-01-21 11:05:11,4.19.0,100.0,0.0,0.0,57.19,Positive
Good,2022-01-21 10:33:39,,100.0,0.0,0.0,44.04,Positive
Good,2022-01-21 10:05:26,4.20.0,100.0,0.0,0.0,44.04,Positive
Vary bad,2022-01-21 09:47:44,4.20.0,0.0,77.8,22.2,-54.230000000000004,Negative
Good apps,2022-01-21 08:41:57,4.19.1,74.4,0.0,25.6,44.04,Positive
Wholesome experience,2022-01-21 08:20:23,4.19.0,0.0,0.0,100.0,0.0,Neutral
